ID_Pedido,Produto,Categoria,Data,Quantidade,Valor Unitário,Localidade
148415,Sabão em Pó,Limpeza,2023-03-04,20,21.77,Sudeste
739916,Laranja,Hortifruti,2023-12-14,7,3.7,Sul
761463,Shampoo,Higiene Pessoal,2023-04-05,50,9.17,Sul
537581,Banana,Hortifruti,2023-07-02,37,2.93,Centro-Oeste
714723,Alface,Hortifruti,2024-01-20,38,11.03,Nordeste
561669,Café,Alimentos,2024-06-26,17,20.36,Centro-Oeste
359645,Peixe,Carnes,2023-06-01,8,66.72,Sul
882806,Ovos,Alimentos,2023-11-23,22,17.14,Nordeste
419412,Sabão em Pó,Limpeza,2023-01-24,35,32.61,Sudeste
486807,Café,Alimentos,2023-10-31,6,14.95,Sudeste
493015,Detergente,Limpeza,2023-06-09,31,51.52,Nordeste
884929,Café,Alimentos,2024-05-26,5,28.31,Sudeste
336330,Amaciante,Limpeza,2023-09-09,11,27.04,Sul
461270,Alface,Hortifruti,2024-08-05,40,7.82,Nordeste
672809,Carne,Carnes,2022-11-27,26,133.69,Centro-Oeste
791994,Ovos,Alimentos,2024-10-05,35,23.59,Centro-Oeste
233577,Azeite,Alimentos,2023-10-29,39,17.79,Norte
925116,Frango,Carnes,2024-05-06,24,27.47,Norte
888245,Sabão em Pó,Limpeza,2023-09-07,36,23.05,Sudeste
923900,Café,Alimentos,2024-10-03,14,12.59,Centro-Oeste
443094,Condicionador,Higiene Pessoal,2024-05-09,1,43.3,Centro-Oeste
535894,Maçã,Hortifruti,2024-03-15,32,13.84,Centro-Oeste
882397,Amaciante,Limpeza,2024-01-02,16,8.97,Norte
809413,Banana,Hortifruti,2024-07-23,33,3.22,Norte
334725,Maçã,Hortifruti,2023-10-02,42,12.54,Centro-Oeste
550399,Banana,Hortifruti,2024-10-08,45,1.45,Sudeste
119438,Laranja,Hortifruti,2023-01-22,18,8.93,Centro-Oeste
220806,Leite,Alimentos,2022-10-25,47,14.21,Centro-Oeste
902980,Maçã,Hortifruti,2023-09-27,48,10.99,Norte
332541,Frango,Carnes,2024-01-20,20,22.92,Centro-Oeste
304073,Frango,Carnes,2024-06-26,25,141.15,Sul
868257,Amaciante,Limpeza,2024-04-06,40,56.08,Centro-Oeste
662010,Azeite,Alimentos,2024-03-10,6,20.63,Sul
201180,Leite,Alimentos,2024-06-01,43,10.27,Norte
691874,Laranja,Hortifruti,2023-04-15,4,14.95,Sul
615730,Arroz,Alimentos,2023-10-18,7,19.84,Sul
931255,Shampoo,Higiene Pessoal,2023-06-28,12,61.5,Sul
608184,Macarrão,Alimentos,2023-10-09,43,23.83,Sul
465642,Azeite,Alimentos,2023-03-06,50,5.77,Centro-Oeste
689456,Arroz,Alimentos,2023-10-20,2,16.63,Centro-Oeste
170697,Shampoo,Higiene Pessoal,2024-05-26,1,67.19,Norte
337858,Café,Alimentos,2023-04-26,19,8.72,Centro-Oeste
190042,Arroz,Alimentos,2024-05-16,7,9.46,Sul
975790,Condicionador,Higiene Pessoal,2023-09-22,41,24.95,Norte
337431,Maçã,Hortifruti,2024-06-28,25,11.76,Norte
880979,Ovos,Alimentos,2022-10-16,44,27.25,Sudeste
727409,Condicionador,Higiene Pessoal,2024-07-01,10,57.72,Centro-Oeste
331506,Amaciante,Limpeza,2023-11-01,29,6.87,Nordeste
465620,Café,Alimentos,2024-04-20,8,22.63,Sudeste
201752,Banana,Hortifruti,2024-01-20,15,6.16,Norte
297558,Carne,Carnes,2024-06-09,25,108.66,Sudeste
884181,Café,Alimentos,2022-12-27,41,10.53,Nordeste
394436,Azeite,Alimentos,2022-10-21,25,7.68,Sudeste
769016,Leite,Alimentos,2023-02-12,40,29.97,Norte
142563,Alface,Hortifruti,2024-04-14,18,10.49,Sudeste
586410,Leite,Alimentos,2024-06-28,11,13.86,Sul
444351,Detergente,Limpeza,2024-04-06,25,45.23,Centro-Oeste
765803,Macarrão,Alimentos,2024-10-05,10,11.51,Norte
734843,Amaciante,Limpeza,2024-08-22,44,19.4,Centro-Oeste
823315,Leite,Alimentos,2023-03-20,40,16.42,Sul
419842,Leite,Alimentos,2023-10-10,9,21.91,Sudeste
318612,Café,Alimentos,2023-06-12,26,3.52,Sudeste
246895,Laranja,Hortifruti,2023-02-18,5,7.52,Sul
716143,Alface,Hortifruti,2023-09-09,48,8.9,Centro-Oeste
709044,Condicionador,Higiene Pessoal,2023-10-14,37,18.79,Nordeste
920600,Tomate,Hortifruti,2023-07-05,38,4.73,Nordeste
221787,Macarrão,Alimentos,2023-09-05,13,3.64,Norte
431365,Café,Alimentos,2024-07-01,40,6.45,Norte
713057,Maçã,Hortifruti,2023-07-07,11,8.61,Centro-Oeste
206475,Carne,Carnes,2023-01-08,36,99.21,Norte
589166,Laranja,Hortifruti,2022-11-13,32,6.39,Sul
994135,Shampoo,Higiene Pessoal,2023-10-03,10,23.73,Sul
785100,Maçã,Hortifruti,2024-04-04,12,14.48,Sul
801898,Macarrão,Alimentos,2022-10-11,24,4.63,Norte
987952,Azeite,Alimentos,2024-02-29,10,19.9,Nordeste
133429,Azeite,Alimentos,2022-12-19,31,22.76,Nordeste
528261,Frango,Carnes,2024-09-18,9,86.22,Sudeste
782674,Feijão,Alimentos,2023-06-01,15,5.49,Sudeste
351594,Maçã,Hortifruti,2024-08-21,14,10.55,Norte
329651,Leite,Alimentos,2023-11-24,48,23.62,Norte
503936,Banana,Hortifruti,2023-10-24,5,9.91,Norte
677349,Peixe,Carnes,2024-06-14,15,117.63,Centro-Oeste
576296,Macarrão,Alimentos,2024-04-21,35,12.7,Sudeste
958543,Feijão,Alimentos,2024-03-10,22,2.76,Norte
546704,Azeite,Alimentos,2022-10-11,44,13.12,Centro-Oeste
546379,Carne,Carnes,2022-12-15,1,25.17,Sul
689532,Condicionador,Higiene Pessoal,2023-04-05,27,38.21,Nordeste
157359,Banana,Hortifruti,2022-12-15,41,14.37,Nordeste
571609,Peixe,Carnes,2023-11-11,46,49.58,Sul
921461,Carne,Carnes,2023-01-08,39,84.03,Nordeste
992419,Carne,Carnes,2024-03-27,44,31.93,Norte
475921,Leite,Alimentos,2023-07-18,30,11.09,Nordeste
512397,Frango,Carnes,2022-12-10,3,110.42,Norte
619488,Frango,Carnes,2024-05-13,21,143.04,Sudeste
884524,Detergente,Limpeza,2023-03-30,38,51.73,Nordeste
137695,Shampoo,Higiene Pessoal,2023-03-13,26,77.18,Norte
552087,Alface,Hortifruti,2023-04-22,49,9.68,Centro-Oeste
449214,Arroz,Alimentos,2024-01-28,42,22.7,Centro-Oeste
478490,Peixe,Carnes,2023-08-17,31,63.55,Sul
390272,Alface,Hortifruti,2024-05-20,40,1.72,Nordeste
320566,Carne,Carnes,2024-07-22,15,131.73,Norte
304730,Carne,Carnes,2023-08-05,20,43.28,Norte
708851,Condicionador,Higiene Pessoal,2023-05-17,15,50.3,Centro-Oeste
358138,Café,Alimentos,2024-03-29,20,9.13,Centro-Oeste
152726,Laranja,Hortifruti,2023-02-18,17,2.05,Sul
857171,Tomate,Hortifruti,2023-05-31,50,11.89,Norte
224329,Sabão em Pó,Limpeza,2022-10-17,43,37.77,Nordeste
818461,Banana,Hortifruti,2023-04-04,5,8.44,Norte
125088,Banana,Hortifruti,2023-10-29,9,4.65,Nordeste
428313,Frango,Carnes,2024-08-25,44,100.9,Sul
448716,Amaciante,Limpeza,2023-02-18,3,24.46,Centro-Oeste
495870,Laranja,Hortifruti,2024-02-21,46,14.32,Nordeste
905448,Detergente,Limpeza,2024-06-01,46,7.33,Norte
838284,Ovos,Alimentos,2023-02-08,42,9.21,Nordeste
225585,Frango,Carnes,2024-02-13,50,149.99,Nordeste
583753,Shampoo,Higiene Pessoal,2022-12-18,44,58.06,Norte
231540,Amaciante,Limpeza,2023-07-04,45,42.17,Sudeste
375703,Sabão em Pó,Limpeza,2023-11-04,50,8.53,Centro-Oeste
586501,Amaciante,Limpeza,2024-03-06,23,29.92,Sul
203001,Frango,Carnes,2024-09-16,37,98.7,Centro-Oeste
798057,Sabão em Pó,Limpeza,2023-02-14,4,25.68,Centro-Oeste
794845,Banana,Hortifruti,2023-10-01,16,13.98,Sul
529677,Leite,Alimentos,2023-11-02,39,4.06,Norte
760822,Carne,Carnes,2023-04-10,19,94.21,Centro-Oeste
339428,Peixe,Carnes,2023-05-09,17,126.78,Centro-Oeste
167345,Laranja,Hortifruti,2023-10-14,34,14.96,Centro-Oeste
609931,Azeite,Alimentos,2024-04-22,28,17.9,Centro-Oeste
161784,Leite,Alimentos,2023-03-31,14,6.44,Sul
896165,Detergente,Limpeza,2022-11-01,4,59.68,Centro-Oeste
570660,Carne,Carnes,2023-01-31,7,135.87,Centro-Oeste
253563,Amaciante,Limpeza,2024-04-05,4,49.42,Nordeste
469448,Leite,Alimentos,2024-02-13,44,21.84,Sul
214040,Sabão em Pó,Limpeza,2022-12-14,24,48.7,Sudeste
585168,Amaciante,Limpeza,2024-08-18,43,59.62,Sudeste
229961,Macarrão,Alimentos,2022-11-14,23,16.3,Centro-Oeste
322909,Arroz,Alimentos,2023-07-07,33,29.74,Sudeste
168613,Carne,Carnes,2024-09-27,26,105.88,Norte
460895,Maçã,Hortifruti,2022-11-06,35,13.43,Sudeste
215948,Alface,Hortifruti,2024-09-06,36,4.03,Sul
159226,Sabão em Pó,Limpeza,2024-02-29,1,12.52,Sul
532806,Sabão em Pó,Limpeza,2023-12-08,2,5.34,Sudeste
485358,Macarrão,Alimentos,2023-02-24,8,13.13,Sudeste
261129,Shampoo,Higiene Pessoal,2023-12-21,44,70.78,Centro-Oeste
534064,Condicionador,Higiene Pessoal,2023-07-28,6,25.7,Centro-Oeste
913105,Azeite,Alimentos,2023-05-01,42,17.25,Nordeste
486915,Café,Alimentos,2023-12-05,33,15.3,Sul
205255,Carne,Carnes,2024-07-01,28,95.65,Sul
886269,Shampoo,Higiene Pessoal,2024-04-01,21,50.0,Nordeste
365984,Amaciante,Limpeza,2024-06-21,6,34.54,Nordeste
807987,Feijão,Alimentos,2023-12-09,8,14.08,Sudeste
548097,Peixe,Carnes,2023-02-22,27,103.24,Sul
154479,Alface,Hortifruti,2024-05-10,49,7.08,Sudeste
161414,Peixe,Carnes,2024-03-23,40,52.59,Norte
682862,Leite,Alimentos,2023-01-13,11,15.93,Norte
942453,Feijão,Alimentos,2023-05-23,6,9.69,Centro-Oeste
548447,Sabão em Pó,Limpeza,2024-04-28,14,11.74,Nordeste
680223,Leite,Alimentos,2023-11-23,37,15.16,Sudeste
772522,Sabão em Pó,Limpeza,2023-06-06,6,31.32,Sudeste
247330,Peixe,Carnes,2023-12-11,37,63.2,Sudeste
954883,Banana,Hortifruti,2023-12-22,3,12.95,Nordeste
420888,Laranja,Hortifruti,2024-09-01,11,9.0,Nordeste
388674,Banana,Hortifruti,2023-12-07,12,9.75,Norte
156004,Maçã,Hortifruti,2022-10-13,16,8.7,Nordeste
790725,Arroz,Alimentos,2023-09-03,8,10.85,Sul
911968,Amaciante,Limpeza,2023-12-25,43,14.3,Centro-Oeste
695712,Condicionador,Higiene Pessoal,2023-05-06,35,25.37,Sul
237138,Alface,Hortifruti,2024-05-10,50,14.44,Centro-Oeste
228639,Leite,Alimentos,2023-04-16,8,6.56,Nordeste
833057,Azeite,Alimentos,2023-06-08,4,22.55,Nordeste
946616,Ovos,Alimentos,2024-04-06,10,27.22,Sul
386014,Banana,Hortifruti,2024-09-10,48,8.69,Sudeste
924245,Maçã,Hortifruti,2024-08-05,40,13.03,Sul
595094,Condicionador,Higiene Pessoal,2023-11-14,38,25.71,Norte
298677,Condicionador,Higiene Pessoal,2023-09-16,7,12.45,Nordeste
484097,Alface,Hortifruti,2024-04-04,39,4.94,Norte
543986,Feijão,Alimentos,2023-09-07,50,12.12,Nordeste
416958,Azeite,Alimentos,2023-09-08,14,13.6,Norte
961346,Ovos,Alimentos,2023-01-19,19,12.26,Norte
102041,Amaciante,Limpeza,2023-04-26,9,58.63,Sul
978308,Shampoo,Higiene Pessoal,2023-11-04,9,45.28,Centro-Oeste
130004,Shampoo,Higiene Pessoal,2023-03-02,5,20.57,Nordeste
585052,Condicionador,Higiene Pessoal,2024-09-05,31,76.93,Sudeste
390470,Ovos,Alimentos,2023-09-29,40,8.83,Sudeste
633793,Maçã,Hortifruti,2024-03-30,47,11.44,Nordeste
508496,Detergente,Limpeza,2022-11-13,14,5.3,Sudeste
882078,Azeite,Alimentos,2023-05-09,2,10.21,Sul
655612,Tomate,Hortifruti,2022-10-31,22,10.37,Norte
668611,Tomate,Hortifruti,2023-05-30,8,3.99,Centro-Oeste
319213,Peixe,Carnes,2023-01-10,9,144.41,Sudeste
915949,Maçã,Hortifruti,2023-03-21,18,8.05,Nordeste
115176,Azeite,Alimentos,2024-02-02,45,4.77,Sul
594565,Peixe,Carnes,2024-02-27,11,106.19,Sudeste
861400,Sabão em Pó,Limpeza,2022-12-01,15,37.4,Nordeste
774498,Ovos,Alimentos,2024-03-30,50,23.25,Sul
285045,Leite,Alimentos,2024-02-25,43,18.78,Centro-Oeste
407152,Shampoo,Higiene Pessoal,2023-08-12,33,28.15,Nordeste
213033,Alface,Hortifruti,2024-09-28,20,14.45,Sudeste
191384,Arroz,Alimentos,2023-06-15,48,10.79,Sudeste
863626,Detergente,Limpeza,2023-06-10,34,43.08,Centro-Oeste
160818,Café,Alimentos,2023-12-10,50,9.4,Nordeste
191906,Peixe,Carnes,2024-02-17,3,149.13,Sudeste
414604,Banana,Hortifruti,2023-09-14,31,6.29,Nordeste
682088,Feijão,Alimentos,2023-11-09,39,11.36,Nordeste
196921,Shampoo,Higiene Pessoal,2024-02-14,3,48.77,Sudeste
881382,Café,Alimentos,2024-05-10,11,17.89,Centro-Oeste
759285,Laranja,Hortifruti,2023-07-05,37,9.96,Centro-Oeste
128141,Tomate,Hortifruti,2024-04-21,4,12.4,Nordeste
691021,Banana,Hortifruti,2024-05-11,42,8.06,Sul
408497,Azeite,Alimentos,2023-02-20,49,21.49,Norte
508757,Leite,Alimentos,2022-12-11,29,11.04,Sudeste
760801,Tomate,Hortifruti,2024-03-09,45,1.5,Nordeste
428773,Azeite,Alimentos,2023-11-09,7,14.65,Nordeste
960561,Arroz,Alimentos,2022-12-12,25,3.59,Sudeste
668432,Shampoo,Higiene Pessoal,2024-08-23,29,56.64,Nordeste
617174,Alface,Hortifruti,2022-11-24,48,14.51,Norte
799819,Azeite,Alimentos,2023-01-21,8,24.18,Centro-Oeste
500840,Arroz,Alimentos,2024-05-01,16,6.43,Sul
874979,Maçã,Hortifruti,2022-12-25,15,5.78,Nordeste
608359,Macarrão,Alimentos,2023-12-03,44,27.65,Centro-Oeste
337143,Ovos,Alimentos,2023-10-20,16,20.68,Norte
607984,Maçã,Hortifruti,2024-02-20,21,9.35,Sudeste
523671,Sabão em Pó,Limpeza,2024-08-09,18,49.96,Nordeste
228904,Sabão em Pó,Limpeza,2023-02-17,42,43.51,Nordeste
767857,Alface,Hortifruti,2023-09-12,37,12.65,Norte
757405,Café,Alimentos,2024-09-19,24,29.22,Nordeste
375668,Arroz,Alimentos,2024-03-17,25,7.83,Sudeste
114428,Laranja,Hortifruti,2023-11-11,32,10.66,Sul
523756,Leite,Alimentos,2023-04-27,5,13.48,Centro-Oeste
964671,Sabão em Pó,Limpeza,2022-10-15,37,27.92,Sudeste
139426,Shampoo,Higiene Pessoal,2024-06-24,49,49.1,Norte
852721,Laranja,Hortifruti,2024-05-23,45,11.36,Sul
440112,Frango,Carnes,2023-03-19,12,113.0,Norte
692537,Leite,Alimentos,2023-11-11,18,9.39,Sudeste
348958,Frango,Carnes,2024-08-30,37,109.59,Norte
332727,Frango,Carnes,2024-09-10,41,39.83,Nordeste
795860,Café,Alimentos,2024-09-20,45,17.39,Norte
270673,Banana,Hortifruti,2024-04-28,25,14.92,Nordeste
170901,Alface,Hortifruti,2024-02-22,37,6.4,Sul
231714,Tomate,Hortifruti,2023-02-24,50,3.21,Sudeste
643665,Azeite,Alimentos,2023-02-09,13,4.88,Sul
698601,Macarrão,Alimentos,2023-08-03,4,20.98,Sul
124595,Ovos,Alimentos,2023-07-28,26,25.38,Sul
231739,Azeite,Alimentos,2023-10-09,42,28.38,Sudeste
223181,Leite,Alimentos,2023-12-15,49,10.93,Norte
253952,Café,Alimentos,2022-11-25,50,2.25,Sudeste
315440,Banana,Hortifruti,2024-05-29,29,4.12,Sul
268279,Frango,Carnes,2023-10-21,18,103.11,Sudeste
347674,Carne,Carnes,2024-08-23,25,138.13,Nordeste
173336,Carne,Carnes,2023-12-28,18,144.81,Sul
152364,Frango,Carnes,2024-04-15,48,95.78,Sul
765197,Café,Alimentos,2023-09-27,49,3.49,Centro-Oeste
791851,Alface,Hortifruti,2023-03-12,38,10.78,Sudeste
120941,Detergente,Limpeza,2023-06-03,50,30.48,Norte
738151,Shampoo,Higiene Pessoal,2024-06-21,32,58.69,Nordeste
164715,Peixe,Carnes,2024-08-28,43,56.75,Norte
745259,Ovos,Alimentos,2023-12-21,20,22.33,Norte
875400,Carne,Carnes,2023-03-03,24,113.91,Sudeste
997214,Leite,Alimentos,2024-09-11,49,18.84,Norte
557853,Café,Alimentos,2024-01-20,6,4.34,Nordeste
802728,Alface,Hortifruti,2023-10-14,31,3.62,Sudeste
759136,Shampoo,Higiene Pessoal,2024-08-04,44,29.2,Sul
632845,Macarrão,Alimentos,2023-04-09,14,28.2,Centro-Oeste
996187,Frango,Carnes,2024-07-17,37,56.33,Sudeste
742174,Tomate,Hortifruti,2023-11-20,10,14.2,Norte
794325,Carne,Carnes,2024-07-12,45,40.43,Nordeste
327463,Banana,Hortifruti,2023-01-29,28,6.82,Nordeste
758852,Alface,Hortifruti,2023-11-29,39,3.48,Sul
945682,Alface,Hortifruti,2023-11-23,36,2.2,Norte
189333,Shampoo,Higiene Pessoal,2024-09-07,45,32.5,Centro-Oeste
706466,Café,Alimentos,2023-09-09,23,11.53,Sudeste
889875,Condicionador,Higiene Pessoal,2023-06-07,43,50.5,Sul
848349,Peixe,Carnes,2023-12-09,37,80.75,Nordeste
128029,Carne,Carnes,2024-05-22,33,111.04,Sudeste
799904,Detergente,Limpeza,2023-07-07,16,13.89,Norte
925946,Detergente,Limpeza,2023-10-08,19,55.62,Centro-Oeste
589557,Arroz,Alimentos,2024-04-07,6,21.08,Centro-Oeste
464584,Sabão em Pó,Limpeza,2024-05-28,50,44.66,Norte
913025,Shampoo,Higiene Pessoal,2024-04-29,33,78.36,Centro-Oeste
141493,Ovos,Alimentos,2023-09-30,20,18.96,Nordeste
249233,Macarrão,Alimentos,2023-09-15,37,20.11,Norte
265770,Macarrão,Alimentos,2023-05-31,23,18.31,Sul
692337,Frango,Carnes,2024-07-26,35,23.7,Norte
272209,Peixe,Carnes,2024-01-28,2,109.85,Norte
808681,Café,Alimentos,2024-09-15,8,21.52,Centro-Oeste
353921,Amaciante,Limpeza,2024-05-25,31,19.26,Norte
388971,Arroz,Alimentos,2022-12-13,21,22.45,Sudeste
453930,Azeite,Alimentos,2023-04-16,8,11.32,Sudeste
581510,Alface,Hortifruti,2024-09-30,4,1.64,Sudeste
927774,Arroz,Alimentos,2023-05-30,5,23.3,Norte
339625,Maçã,Hortifruti,2024-09-16,8,1.88,Sul
751812,Detergente,Limpeza,2024-08-21,23,26.04,Nordeste
781270,Leite,Alimentos,2023-02-27,5,11.31,Sul
846698,Condicionador,Higiene Pessoal,2024-07-22,34,54.87,Sul
500945,Leite,Alimentos,2023-09-29,9,14.22,Nordeste
339745,Laranja,Hortifruti,2022-11-08,44,10.02,Sudeste
999368,Condicionador,Higiene Pessoal,2023-08-28,15,15.86,Sul
605784,Azeite,Alimentos,2023-08-13,37,9.23,Sudeste
508290,Sabão em Pó,Limpeza,2022-12-12,2,21.92,Sudeste
866604,Frango,Carnes,2024-02-28,20,34.99,Norte
702310,Macarrão,Alimentos,2024-08-20,37,11.17,Nordeste
999754,Ovos,Alimentos,2023-07-14,21,12.02,Sudeste
919052,Sabão em Pó,Limpeza,2024-04-04,1,19.63,Norte
862222,Arroz,Alimentos,2024-06-04,24,19.66,Nordeste
264190,Shampoo,Higiene Pessoal,2024-03-22,23,18.33,Nordeste
972991,Leite,Alimentos,2024-02-14,35,12.79,Sul
111506,Tomate,Hortifruti,2023-11-09,47,13.2,Nordeste
214058,Sabão em Pó,Limpeza,2023-04-28,48,34.74,Norte
136942,Carne,Carnes,2024-03-31,20,112.46,Centro-Oeste
304129,Arroz,Alimentos,2023-02-11,50,16.74,Sul
142436,Alface,Hortifruti,2023-07-07,3,14.16,Centro-Oeste
871587,Amaciante,Limpeza,2023-01-30,23,9.23,Centro-Oeste
200352,Ovos,Alimentos,2024-01-28,35,13.24,Nordeste
302696,Peixe,Carnes,2023-07-21,31,63.14,Norte
577599,Condicionador,Higiene Pessoal,2024-08-03,21,78.34,Norte
723656,Amaciante,Limpeza,2023-11-25,28,47.52,Centro-Oeste
300815,Laranja,Hortifruti,2024-05-06,43,12.46,Sudeste
429769,Laranja,Hortifruti,2022-11-11,12,6.25,Nordeste
821709,Condicionador,Higiene Pessoal,2024-03-05,20,11.97,Centro-Oeste
749670,Condicionador,Higiene Pessoal,2024-07-30,32,46.75,Norte
867097,Shampoo,Higiene Pessoal,2022-12-27,6,33.73,Sul
880384,Alface,Hortifruti,2023-10-22,24,5.88,Centro-Oeste
495705,Maçã,Hortifruti,2024-09-09,30,6.92,Norte
222842,Peixe,Carnes,2023-09-03,18,131.53,Sul
711712,Banana,Hortifruti,2023-09-05,8,12.4,Sudeste
583155,Ovos,Alimentos,2024-06-22,20,22.95,Sudeste
546037,Detergente,Limpeza,2023-06-15,24,5.23,Centro-Oeste
290568,Shampoo,Higiene Pessoal,2024-01-31,35,50.26,Sudeste
174109,Detergente,Limpeza,2023-08-11,44,22.42,Nordeste
317146,Banana,Hortifruti,2024-05-20,23,6.31,Centro-Oeste
125372,Alface,Hortifruti,2022-11-22,12,13.06,Sudeste
540849,Laranja,Hortifruti,2023-06-15,15,5.95,Centro-Oeste
157741,Café,Alimentos,2023-02-09,17,29.37,Centro-Oeste
832489,Frango,Carnes,2023-10-07,18,140.04,Norte
387804,Arroz,Alimentos,2022-12-02,48,29.33,Norte
133474,Frango,Carnes,2023-10-19,37,112.22,Nordeste
184883,Amaciante,Limpeza,2023-06-03,41,21.9,Nordeste
312858,Macarrão,Alimentos,2024-01-11,43,14.85,Centro-Oeste
232793,Arroz,Alimentos,2023-11-08,35,25.77,Centro-Oeste
466430,Laranja,Hortifruti,2024-06-12,1,13.57,Centro-Oeste
500071,Café,Alimentos,2023-07-05,43,8.53,Centro-Oeste
355950,Feijão,Alimentos,2023-10-25,28,28.79,Centro-Oeste
863489,Shampoo,Higiene Pessoal,2024-05-20,34,7.96,Sudeste
474938,Tomate,Hortifruti,2023-08-18,40,2.41,Sudeste
599036,Laranja,Hortifruti,2024-01-08,49,10.6,Nordeste
721448,Condicionador,Higiene Pessoal,2023-12-19,3,69.13,Sudeste
502357,Detergente,Limpeza,2024-04-04,13,55.43,Centro-Oeste
880392,Ovos,Alimentos,2022-11-14,44,5.66,Sul
606348,Alface,Hortifruti,2023-11-03,2,10.42,Nordeste
270607,Leite,Alimentos,2024-05-03,14,9.9,Centro-Oeste
663666,Amaciante,Limpeza,2023-01-26,46,31.37,Sudeste
175221,Peixe,Carnes,2022-10-29,24,25.52,Sudeste
849140,Arroz,Alimentos,2023-01-30,45,5.68,Sul
907129,Peixe,Carnes,2022-11-09,49,122.63,Centro-Oeste
980825,Amaciante,Limpeza,2023-10-16,38,32.08,Nordeste
726165,Tomate,Hortifruti,2024-07-09,19,11.94,Centro-Oeste
766047,Carne,Carnes,2024-02-26,21,85.13,Centro-Oeste
546822,Café,Alimentos,2024-08-10,17,23.04,Centro-Oeste
859679,Detergente,Limpeza,2023-06-29,21,23.17,Sudeste
239562,Macarrão,Alimentos,2024-04-10,16,19.54,Nordeste
564717,Macarrão,Alimentos,2022-12-11,47,15.51,Sudeste
984534,Laranja,Hortifruti,2022-12-31,5,4.06,Nordeste
996571,Arroz,Alimentos,2024-01-10,29,22.0,Sudeste
404467,Azeite,Alimentos,2023-04-10,4,24.71,Norte
515497,Shampoo,Higiene Pessoal,2023-03-10,41,67.97,Centro-Oeste
814172,Sabão em Pó,Limpeza,2024-06-06,45,22.63,Centro-Oeste
537669,Laranja,Hortifruti,2023-06-26,16,8.97,Sul
701881,Feijão,Alimentos,2024-03-25,21,18.42,Norte
513281,Café,Alimentos,2024-04-26,40,12.73,Centro-Oeste
853355,Laranja,Hortifruti,2023-09-05,20,12.45,Nordeste
658168,Ovos,Alimentos,2023-05-06,7,17.54,Norte
347944,Maçã,Hortifruti,2024-10-04,18,2.91,Sul
767291,Feijão,Alimentos,2024-03-17,22,8.21,Norte
502211,Café,Alimentos,2023-12-07,26,11.26,Sudeste
403262,Tomate,Hortifruti,2024-10-04,18,14.94,Centro-Oeste
543070,Condicionador,Higiene Pessoal,2024-04-03,21,46.99,Centro-Oeste
935028,Detergente,Limpeza,2024-07-05,40,42.3,Sudeste
983370,Shampoo,Higiene Pessoal,2024-08-09,17,75.71,Sudeste
370459,Maçã,Hortifruti,2022-12-31,47,6.34,Sul
178164,Sabão em Pó,Limpeza,2023-06-19,21,33.46,Norte
311070,Frango,Carnes,2023-08-27,47,126.57,Sul
876870,Leite,Alimentos,2024-10-08,36,21.78,Centro-Oeste
786857,Macarrão,Alimentos,2023-09-12,43,27.32,Nordeste
597916,Frango,Carnes,2023-10-08,39,131.81,Sudeste
893728,Detergente,Limpeza,2024-07-06,22,40.29,Sul
762885,Laranja,Hortifruti,2023-04-13,39,2.94,Sul
875578,Carne,Carnes,2023-04-12,17,73.28,Centro-Oeste
842652,Banana,Hortifruti,2024-08-17,23,2.3,Norte
955500,Maçã,Hortifruti,2023-02-13,27,12.99,Centro-Oeste
858331,Ovos,Alimentos,2023-09-27,6,11.17,Norte
843339,Detergente,Limpeza,2023-12-28,33,38.44,Centro-Oeste
727668,Leite,Alimentos,2023-01-30,26,17.58,Centro-Oeste
186556,Detergente,Limpeza,2023-04-28,22,41.66,Norte
485961,Alface,Hortifruti,2024-03-22,31,13.82,Sul
989386,Shampoo,Higiene Pessoal,2023-09-09,47,34.01,Sudeste
731153,Carne,Carnes,2022-12-12,23,21.63,Sudeste
895895,Azeite,Alimentos,2022-10-25,17,11.04,Sudeste
689689,Ovos,Alimentos,2022-10-24,18,14.22,Sul
538077,Macarrão,Alimentos,2024-01-31,14,13.97,Sul
817329,Alface,Hortifruti,2023-08-12,45,13.67,Norte
609769,Peixe,Carnes,2024-08-17,41,145.97,Norte
811712,Tomate,Hortifruti,2024-06-09,26,4.51,Sudeste
750745,Condicionador,Higiene Pessoal,2022-12-20,17,76.29,Sul
308448,Shampoo,Higiene Pessoal,2024-04-02,3,40.93,Sul
830750,Feijão,Alimentos,2024-02-06,44,14.17,Sul
840967,Maçã,Hortifruti,2024-03-02,15,8.24,Norte
265678,Arroz,Alimentos,2022-12-25,38,26.39,Sudeste
123343,Laranja,Hortifruti,2023-01-28,14,13.86,Centro-Oeste
176729,Macarrão,Alimentos,2024-07-30,24,22.52,Sul
812299,Banana,Hortifruti,2023-02-21,8,7.06,Nordeste
823306,Amaciante,Limpeza,2024-04-10,1,59.77,Nordeste
711906,Café,Alimentos,2024-06-29,39,29.76,Norte
354634,Maçã,Hortifruti,2024-02-24,47,14.7,Norte
175026,Café,Alimentos,2024-01-08,15,19.34,Nordeste
158899,Café,Alimentos,2023-07-15,48,21.29,Nordeste
973707,Peixe,Carnes,2023-06-11,47,43.94,Sul
117471,Maçã,Hortifruti,2023-11-11,30,14.33,Centro-Oeste
281740,Detergente,Limpeza,2024-02-05,5,52.05,Sul
